filename,pslistnproc,pslistnppid,pslistavg_threads,pslistnprocs64bit,pslistavg_handlers,dlllistndlls,dlllistavg_dlls_per_proc,handlesnhandles,handlesavg_handles_per_proc,handlesnport,handlesnfile,handlesnevent,handlesndesktop,handlesnkey,handlesnthread,handlesndirectory,handlesnsemaphore,handlesntimer,handlesnsection,handlesnmutant,ldrmodulesnot_in_load,ldrmodulesnot_in_init,ldrmodulesnot_in_mem,ldrmodulesnot_in_load_avg,ldrmodulesnot_in_init_avg,ldrmodulesnot_in_mem_avg,malfindninjections,malfindcommitcharge,malfindprotection,malfinduniqueinjections,psxviewnot_in_pslist,psxviewnot_in_eprocess_pool,psxviewnot_in_ethread_pool,psxviewnot_in_pspcid_list,psxviewnot_in_csrss_handles,psxviewnot_in_session,psxviewnot_in_deskthrd,psxviewnot_in_pslist_false_avg,psxviewnot_in_eprocess_pool_false_avg,psxviewnot_in_ethread_pool_false_avg,psxviewnot_in_pspcid_list_false_avg,psxviewnot_in_csrss_handles_false_avg,psxviewnot_in_session_false_avg,psxviewnot_in_deskthrd_false_avg,modulesnmodules,svcscannservices,svcscankernel_drivers,svcscanfs_drivers,svcscanprocess_services,svcscanshared_process_services,svcscaninteractive_process_services,svcscannactive,callbacksncallbacks,callbacksnanonymous,callbacksngeneric,category,family
Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-10.raw,28,10,12.642857142857142,0,262.7857142857143,1281,45.75,7358,262.7857142857143,0,542,2638,31,567,628,73,607,110,138,223,32,59,32,0.024390243902439,0.0449695121951219,0.024390243902439,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.2142857142857142,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-4f4091323fa48a901e1e188199a12a30ff363129ad53d4a08d68528c666b1e68-10.raw,28,10,12.857142857142858,0,263.57142857142856,1276,45.57142857142857,7380,263.57142857142856,0,542,2649,31,567,643,73,607,110,138,221,32,59,32,0.0244835501147666,0.045141545524101,0.0244835501147666,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-1f1f72fe1f6c70cc59e2a4c2b95df0da7c4eb26381c2eed8445227f40db3f7a1-6.raw,22,8,13.818181818181818,0,234.72727272727272,939,42.68181818181818,5164,234.72727272727272,0,474,1687,23,356,484,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-5d380e4063a71521883a8c322328dbdaf828d587613fcb87fff06f1250696a27-3.raw,22,8,16.454545454545453,0,241.77272727272728,936,42.54545454545455,5319,241.77272727272728,0,473,1686,23,353,609,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-8.raw,27,9,13.703703703703704,0,266.7407407407408,1212,44.888888888888886,7202,266.7407407407408,0,541,2598,30,556,649,71,518,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-4e65b0d172187e6938edfb8f499cde610cc5a34985b4ba9b309e5c7069e7b8bd-3.raw,22,8,16.318181818181817,0,241.04545454545453,936,42.54545454545455,5303,241.04545454545453,0,473,1686,23,353,605,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-1efdeb94cc56a153cab3066f602f5eb47a42fdf70441069ac36bc090e294ba26-9.raw,28,10,13.5,0,265.75,1276,45.57142857142857,7441,265.75,0,542,2669,31,567,681,73,607,110,138,221,32,59,32,0.0244835501147666,0.045141545524101,0.0244835501147666,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-4e65b0d172187e6938edfb8f499cde610cc5a34985b4ba9b309e5c7069e7b8bd-4.raw,22,8,14.0,0,232.72727272727272,936,42.54545454545455,5120,232.72727272727272,0,470,1625,23,353,504,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-3ba4be964cd4c7a5ef3da7abfed484aacf492d7eb879c54e79db734db7a1f3cf-5.raw,22,8,13.363636363636363,0,229.1818181818182,936,42.54545454545455,5042,229.1818181818182,0,470,1598,23,353,461,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-0f624c1b97ad1d04f9173ecb49bb1ac94277c66c6879746033efa0d49952742a-2.raw,22,8,16.5,0,245.5,936,42.54545454545455,5401,245.5,0,480,1709,23,353,610,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-10.raw,28,10,13.321428571428571,0,265.25,1276,45.57142857142857,7427,265.25,0,542,2667,31,567,669,73,607,110,138,221,32,59,32,0.0244835501147666,0.045141545524101,0.0244835501147666,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-0f624c1b97ad1d04f9173ecb49bb1ac94277c66c6879746033efa0d49952742a-10.raw,28,10,13.0,0,264.85714285714283,1284,45.85714285714285,7416,264.85714285714283,0,542,2670,31,567,652,73,607,110,138,225,32,59,32,0.0243346007604562,0.0448669201520912,0.0243346007604562,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-8.raw,27,9,13.74074074074074,0,267.22222222222223,1213,44.92592592592592,7215,267.22222222222223,0,541,2607,30,556,652,71,518,107,134,216,30,56,30,0.0241545893719806,0.0450885668276972,0.0241545893719806,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,121,88,0,8,Spyware,Tibs
Spyware-TIBS-0f624c1b97ad1d04f9173ecb49bb1ac94277c66c6879746033efa0d49952742a-8.raw,27,9,13.703703703703704,0,267.48148148148147,1220,45.18518518518518,7222,267.48148148148147,0,541,2621,30,556,652,71,518,107,134,220,30,56,30,0.0240192153722978,0.0448358686949559,0.0240192153722978,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-3b63fad1545031b6e3e133a2f900fb18873bbee514e0b3ce8417d33afe1bce31-4.raw,22,8,13.818181818181818,0,232.0909090909091,936,42.54545454545455,5106,232.0909090909091,0,470,1623,23,353,491,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-3ba4be964cd4c7a5ef3da7abfed484aacf492d7eb879c54e79db734db7a1f3cf-6.raw,22,8,13.772727272727272,0,235.13636363636363,939,42.68181818181818,5173,235.13636363636363,0,474,1688,23,356,488,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-10.raw,28,10,12.964285714285714,0,264.2142857142857,1276,45.57142857142857,7398,264.2142857142857,0,542,2656,31,567,650,73,607,110,138,221,32,59,32,0.0244835501147666,0.045141545524101,0.0244835501147666,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-4b3f335e9a8b663f8c39314ce147f474d53abdbd1fccdd262097b640b4a11342-6.raw,22,8,13.681818181818182,0,234.8181818181818,939,42.68181818181818,5166,234.8181818181818,0,474,1686,23,356,484,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-1.raw,22,8,16.318181818181817,0,243.77272727272728,934,42.45454545454545,5363,243.77272727272728,0,478,1679,23,345,599,61,376,85,71,170,24,45,24,0.0250783699059561,0.0470219435736677,0.0250783699059561,1,1,6,1.0,0,0,0,0,4,2,4,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.1818181818181818,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-1f1f72fe1f6c70cc59e2a4c2b95df0da7c4eb26381c2eed8445227f40db3f7a1-3.raw,22,8,16.545454545454547,0,242.0909090909091,936,42.54545454545455,5326,242.0909090909091,0,473,1698,23,353,616,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-7.raw,27,9,13.77777777777778,0,268.1851851851852,1217,45.07407407407408,7241,268.1851851851852,0,541,2619,30,556,657,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-4be371dc9c56aee4db39813c6f66bf51613aeb5f82eef40bda40c2024339e79c-8.raw,27,9,13.74074074074074,0,267.1111111111111,1212,44.888888888888886,7212,267.1111111111111,0,541,2606,30,556,654,71,518,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-3ba4be964cd4c7a5ef3da7abfed484aacf492d7eb879c54e79db734db7a1f3cf-7.raw,27,9,14.074074074074074,0,269.7037037037037,1217,45.07407407407408,7282,269.7037037037037,0,541,2639,30,555,674,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-4be371dc9c56aee4db39813c6f66bf51613aeb5f82eef40bda40c2024339e79c-3.raw,22,8,16.318181818181817,0,241.13636363636363,936,42.54545454545455,5305,241.13636363636363,0,470,1692,23,353,613,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-8.raw,27,9,13.407407407407408,0,265.3703703703704,1217,45.07407407407408,7165,265.3703703703704,0,541,2590,30,556,632,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-3ba4be964cd4c7a5ef3da7abfed484aacf492d7eb879c54e79db734db7a1f3cf-10.raw,28,10,12.714285714285714,0,263.60714285714283,1281,45.75,7381,263.60714285714283,0,542,2646,31,567,636,73,607,110,138,223,32,59,32,0.024390243902439,0.0449695121951219,0.024390243902439,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.2142857142857142,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-4be371dc9c56aee4db39813c6f66bf51613aeb5f82eef40bda40c2024339e79c-2.raw,22,8,16.454545454545453,0,245.3636363636364,936,42.54545454545455,5398,245.3636363636364,0,480,1706,23,353,608,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-3a9761469b4af524762205221f937a180f559960410e9f87fbfe6f68d9eb2adf-2.raw,22,8,16.454545454545453,0,245.1818181818182,936,42.54545454545455,5394,245.1818181818182,0,485,1700,23,353,603,61,376,85,72,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,1,1,0,1,5,3,6,0.0434782608695652,0.0434782608695652,0.0,0.0434782608695652,0.217391304347826,0.1304347826086956,0.2608695652173913,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-0f624c1b97ad1d04f9173ecb49bb1ac94277c66c6879746033efa0d49952742a-7.raw,27,9,14.074074074074074,0,270.037037037037,1220,45.18518518518518,7291,270.037037037037,0,542,2650,30,555,675,71,518,107,134,220,30,56,30,0.0240192153722978,0.0448358686949559,0.0240192153722978,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-4.raw,22,8,13.772727272727272,0,232.04545454545453,936,42.54545454545455,5105,232.04545454545453,0,470,1621,23,353,493,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-0cfbc1046bbbe2d1603df1fedde6652a4542e1ec4f2c0df4ab1d426ff60ba715-7.raw,27,9,14.11111111111111,0,269.3703703703704,1212,44.888888888888886,7273,269.3703703703704,0,542,2634,30,555,675,71,518,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-1f1f72fe1f6c70cc59e2a4c2b95df0da7c4eb26381c2eed8445227f40db3f7a1-7.raw,27,9,13.88888888888889,0,268.1851851851852,1213,44.92592592592592,7241,268.1851851851852,0,541,2625,30,556,655,71,518,107,134,216,30,56,30,0.0241545893719806,0.0450885668276972,0.0241545893719806,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,121,88,0,8,Spyware,Tibs
Spyware-TIBS-4be371dc9c56aee4db39813c6f66bf51613aeb5f82eef40bda40c2024339e79c-4.raw,22,8,13.772727272727272,0,231.5,936,42.54545454545455,5093,231.5,0,470,1617,23,353,488,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-4b3f335e9a8b663f8c39314ce147f474d53abdbd1fccdd262097b640b4a11342-3.raw,22,8,16.454545454545453,0,244.54545454545453,936,42.54545454545455,5380,244.54545454545453,0,479,1698,23,353,611,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-9.raw,27,9,13.444444444444445,0,265.0740740740741,1213,44.92592592592592,7157,265.0740740740741,0,541,2585,30,556,632,71,518,107,134,216,30,56,30,0.0241545893719806,0.0450885668276972,0.0241545893719806,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,121,88,0,8,Spyware,Tibs
Spyware-TIBS-4d5aa73b369603d2d1e968ddb66faebb6ce7fd90156f8f9b703abadc446598b8-7.raw,27,9,14.037037037037036,0,269.55555555555554,1217,45.07407407407408,7278,269.55555555555554,0,542,2635,30,555,672,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-5d380e4063a71521883a8c322328dbdaf828d587613fcb87fff06f1250696a27-10.raw,28,10,13.107142857142858,0,264.60714285714283,1281,45.75,7409,264.60714285714283,0,542,2661,31,567,656,73,607,110,138,223,32,59,32,0.024390243902439,0.0449695121951219,0.024390243902439,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-3ba4be964cd4c7a5ef3da7abfed484aacf492d7eb879c54e79db734db7a1f3cf-9.raw,28,10,13.607142857142858,0,268.85714285714283,1281,45.75,7528,268.85714285714283,0,550,2694,31,567,683,73,607,110,138,223,32,59,32,0.024390243902439,0.0449695121951219,0.024390243902439,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-5.raw,22,8,13.409090909090908,0,228.63636363636363,936,42.54545454545455,5030,228.63636363636363,0,470,1590,23,353,462,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
